Ctahfrdmon,M,24.8685176467601,1.84852468254639
Fpshkeaajp,F,20.53755323791622,1.7881485773621735
Ftvvdyhafb,F,21.96383137890893,1.5041502942092018
Lfalnxbwnf,M,20.67608155742209,1.796718976543515
Khqnseomth,M,21.6676106188691,1.5718699114914636
Idbmqpnsmx,F,26.481779228746966,1.8444902472448175
Zkjnkmrflf,M,12.251005052805555,1.8916674221848009
Mhrxjbefgw,M,24.234545540711245,1.5918250935686213
Ookjrolzvn,F,11.777833119671692,1.89823734797805
Uljhweyprl,F,11.712547610984114,1.9513055449619638
Zyigncgvlh,M,22.00149102054278,1.9844802588711752
Zbeaxpsawy,M,12.527576159942772,1.8997071847763431
Dxfhvtiwzw,M,15.026046121392342,1.582474836637562
Pnkyhubhhg,F,26.256070852247916,1.92728683881273
Cougebmbag,F,22.078918633237343,1.773035874709745
Jabypezkqe,F,19.79248248023648,1.7060903664787161
Mrkabalyis,F,13.65690757716536,1.9878656052882901
Yzzledaorc,F,23.61908278619172,1.793471022203211
Rumajdridp,F,22.943805762743448,1.629393834982357
Gvaycchrlr,M,24.95401705694858,1.8247045402534918
Xtedqjiztu,F,13.038076680462485,1.623233309208695
Fzmkfhstnl,M,10.912783817719074,1.8197713484710492
Nmbvkstxlu,F,13.938947095644645,1.6818027958411483
Kudikdtejl,M,29.80494780709892,1.895393027694893
Cwxwdslmcs,M,14.780979156030563,1.7430938818915236
Ngguohwlbl,F,24.023766707089813,1.7133006007147882
Hmsmxqdvrn,M,19.390296166688508,1.5281533988602858
Igrpxixfln,M,17.620965680902366,1.7595991696098177
Fioluyiiqn,M,14.180443022425251,1.7993933310847638
Qowudkbieg,M,22.624775456294497,1.813820942049152
Lfudonmiyw,F,11.608075294223116,1.822792612969502
Kddbyeqpkg,M,29.54892403976121,1.8687441457154903
Gxfxczoemr,M,26.4157035952013,1.5783314511616835
Tjilxfkdrp,F,29.843126425254958,1.9856368417952905
Zapdiijmez,F,21.733995101069507,1.572576555144632
Zywlxughbx,F,29.681244138392838,1.6259456109037387
Avfilmuzof,F,26.792826909815954,1.9441944495017371
Ulfjuqiejs,F,12.444609039509668,1.7123480461632385
Sioftyieyu,M,10.252000790767584,1.8697631948058795
Ofcalowewl,M,17.513718145417634,1.7884105757921738
Zfmojrygqu,F,10.55535829119605,1.5257014808520342
Nmxakdkgvd,F,10.849799705089557,1.5047320568511022
Qxacocbsrq,M,20.59614608189353,1.8986587287768786
Qhcgetprvi,M,28.533352627248533,1.9820093144138689
Rqtsmyuafy,M,21.034879959812177,1.8795802489448425
Mhgivcqptu,M,23.45112985781975,1.7632090949107353
Mosxquqmsj,F,18.469252971399403,1.9600630649944581
Hyxyzdnobi,F,21.15697232369196,1.834373822118688
Ifjrhrvyay,M,28.14356531763729,1.878958890780109
